id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
ORD020199,C01788,P009,Feb 19 2022,3,3312.46,livre,Marrakesh,carte,L036,2024-03-09
ORD004061,C02903,P004,13/12/2024,5,10398.85,OK,tanger,carte,L015,
ORD046029,C00262,P016,25/03/2023,1,2594.97,retourné,SAFI,cash,L049,2024-10-13
ORD019736,C02405,P011,27/03/2022,6,9850.79,DONE,AGADIR,cash,L019,2024-04-30
ORD047136,C01454,P011,2023-03-21,4,7934.59,livre,errachidia,carte,,2022-05-28
ORD015792,C02155,P016,2022-09-16,2,8046.14,DONE,MEKNES,CMI,L005,2023-08-02
ORD004747,C02749,P004,Oct 23 2022,2,9773.25,livré,safi,CMI,,2024-10-21
ORD041259,C02907,P005,Jul 05 2022,8,13617.84,livre,Meknès,PayPal,L039,2023-02-09
ORD045227,C01410,P006,2022-03-12,6,12305.18,retourné,kenitra,cash,L013,2024-11-27
ORD002184,C01896,P020,22/02/2024,1,8630.77,en_cours,FES,PayPal,L018,
ORD009815,C00211,P007,Jul 08 2023,6,14234.43,retourne,casablanca,carte,L028,2023-03-12
ORD013627,C00716,P014,31/10/2024,8,12961.45,livre,OUJDA,carte,L037,2022-11-08
ORD017422,C01642,P014,29/11/2024,6,7214.82,livré,casablanca,cash,L013,2024-08-17
ORD016803,C01492,P015,Feb 16 2024,3,10793.83,LIVRE,errachidia,PayPal,L003,2023-03-30
ORD023685,C02797,P001,30/08/2022,2,6259.92,livré,Casa,cash,L004,2022-05-11
ORD004215,C02779,P017,2022-12-09,10,6872.23,DONE,rabat,PayPal,L035,2023-07-09
ORD027112,C02838,P015,04/08/2022,7,3604.34,OK,kénitra,PayPal,L024,
ORD027215,C02748,P003,May 15 2024,8,5615.97,LIVRE,meknes,carte,L040,2022-02-08
ORD039619,C01137,P001,2024-05-13,7,2483.27,livré,NADOR,PayPal,L029,2022-06-17
ORD014416,C02718,P020,2024-09-09,6,13389.58,OK,TNG,PayPal,L043,
ORD027473,C00899,P010,08/03/2023,5,7369.79,DONE,RABAT,carte,L011,2023-11-09
ORD031815,C00146,P020,May 02 2022,4,7483.59,retourne,Eljadida,virement,L034,2022-02-13
ORD026172,C01765,P008,Jul 23 2023,10,11742.74,LIVRE,meknes,cash,L043,2023-03-20
ORD021245,C02301,P016,13/09/2024,7,6333.14,KO,NADOR,carte,L043,
ORD016530,C02154,P003,May 29 2024,7,4370.21,livré,beni mellal,carte,L041,2022-05-28
ORD043889,C01592,P002,Sep 11 2022,9,11080.93,livré,Agdir,carte,L006,2024-01-26
ORD014557,C01116,P007,Jun 11 2024,10,3311.72,KO,Fez,CMI,,
ORD040798,C00352,P003,2023-02-16,3,1397.75,annulé,Rbat,PayPal,L004,
ORD047724,C00601,P014,Apr 23 2024,8,4240.46,DONE,Beni Mellal,carte,L049,2023-10-17
ORD029433,C02815,P005,2024-05-29,8,5673.95,livré,nador,carte,L050,2022-03-17
ORD024230,C00193,P015,20/05/2022,1,5173.04,annulé,safi,cash,L010,
ORD011886,C02266,P001,12/04/2023,9,8162.22,LIVRE,tanger ,cash,,2023-01-31
ORD001721,C00439,P005,2024-08-05,3,5207.0,livré,fes,cash,L034,2024-06-29
ORD017819,C00639,P008,2022-04-20,9,3232.35,LIVRE,beni mellal,carte,L007,2024-06-08
ORD033755,C02122,P001,Feb 14 2022,4,13364.29,KO,Oujda ,virement,L001,
ORD010847,C00097,P009,Oct 21 2022,9,11858.39,livré,tetouan,virement,L014,2022-03-12
ORD022210,C01160,P002,2022-05-08,6,5002.26,DONE,oujda,carte,L013,2023-12-18
ORD036446,C00406,P015,2024-05-07,8,12520.38,DONE,MARRAKECH,CMI,L041,2023-02-06
ORD027442,C00789,P009,2023-10-12,8,6197.75,livre,errachidia,CMI,L020,2023-11-27
ORD047488,C02191,P004,Dec 20 2023,1,13439.28,DONE,KENITRA,virement,,2022-09-08
ORD032311,C01249,P007,03/03/2024,3,7925.25,retourne,FES,CMI,L003,2024-07-20
ORD015722,C02351,P008,26/09/2022,5,8589.21,livre,Beni Mellal,cash,L027,2022-08-08
ORD005286,C02661,P012,15/05/2022,2,11452.82,KO,TANGER,PayPal,L021,
ORD010151,C02118,P016,2024-02-13,10,3363.43,livre,tetouan,cash,L017,2023-11-15
ORD048416,C02530,P008,2024-02-27,2,3967.1,livré,Beni Mellal,PayPal,L050,2022-04-12
ORD040414,C00937,P011,25/01/2023,4,9193.03,annulé,oujda,cash,L002,
ORD020351,C00991,P019,2022-08-27,5,3690.53,OK,Tétouan,cash,L032,
ORD016444,C01301,P003,Nov 24 2024,8,9056.85,livré,EL JADIDA,carte,L005,2024-05-31
ORD044593,C00049,P014,16/02/2022,10,10467.3,DONE,kénitra,CMI,L009,2022-05-07
ORD017567,C01036,P014,Feb 20 2022,7,2526.06,DONE,nador,PayPal,L010,2023-08-11
ORD046737,C01970,P006,Oct 02 2023,4,149.92,OK,Fès,carte,L017,
ORD014722,C00955,P014,19/01/2022,1,12381.15,OK,NADOR,CMI,L008,
ORD013277,C01210,P001,2024-10-31,9,5021.16,livre,tetouan,virement,L030,2023-02-23
ORD038468,C02499,P004,26/04/2023,4,5253.84,OK,agadir,virement,L021,
ORD046700,C00836,P010,Jul 24 2024,6,0.0,retourné,nador,cash,L010,2024-07-28
ORD029953,C01479,P004,23/04/2022,2,9525.69,retourne,MARRAKECH,cash,L048,2022-08-01
ORD007042,C02814,P012,May 20 2024,4,702.39,DONE,Tnja,PayPal,L041,2024-10-08
ORD014043,C00987,P019,2022-01-12,9,7264.97,en_cours,EL JADIDA,cash,L048,
ORD001369,C00718,P006,2024-09-10,8,11833.02,KO,oujda,PayPal,L014,
ORD001537,C00399,P010,2023-08-17,2,1367.23,en_cours,BENI MELLAL,carte,L045,
ORD044892,C00496,P007,29/02/2024,9,0.0,LIVRE,el jadida,PayPal,L011,2024-07-18
ORD011552,C02962,P008,2023-05-30,9,1844.28,LIVRE,TNG,virement,L007,2024-02-18
ORD021191,C02297,P013,2024-05-26,5,5265.97,retourné,Fez,CMI,L048,2022-01-29
ORD048706,C00168,P001,Feb 22 2022,6,10551.12,LIVRE,RABAT,virement,L021,2024-08-13
ORD007323,C00262,P012,24/04/2022,1,13727.12,livre,marrakech,virement,L045,2022-08-13
ORD015589,C00692,P003,2024-03-27,5,839.75,OK,oujda,cash,L012,
ORD043712,C01953,P012,09/09/2023,8,1005.52,livré,Tétouan,cash,L001,2022-03-04
ORD007917,C01093,P001,2023-12-30,1,14241.63,DONE,casablanca ,CMI,L010,2024-08-08
ORD011761,C02028,P006,14/11/2023,9,10207.67,livré,MEKNES,carte,L042,2022-01-10
ORD029298,C00244,P018,Mar 08 2023,5,3436.98,annule,kenitra,PayPal,L032,
ORD027836,C00348,P016,04/03/2023,1,1558.55,livre,Meknès,PayPal,L024,2022-03-24
ORD008699,C02703,P013,Jan 20 2023,8,8048.39,retourné,AGADIR,CMI,L003,2024-01-10
ORD011512,C01483,P005,2023-02-28,6,7800.19,livre,errachidia,PayPal,L041,2022-12-27
ORD040354,C01378,P019,2023-12-17,10,673.98,livre,Fès,carte,L029,2022-01-21
ORD003511,C00310,P017,2022-01-08,7,13391.99,DONE,el jadida,virement,,2023-03-27
ORD001150,C02985,P011,16/07/2024,10,9277.07,OK,TNG,virement,L031,
ORD038665,C02706,P014,Jan 21 2022,5,6678.05,LIVRE,MARRAKECH,carte,,2023-02-12
ORD021418,C00137,P010,Sep 10 2023,2,4557.12,livre,Agdir,CMI,L005,2023-11-30
ORD019342,C02972,P011,Nov 30 2024,3,14913.03,annule,ERRACHIDIA,cash,L008,
ORD028531,C01465,P020,03/04/2022,2,14238.12,DONE,oujda,PayPal,L008,2023-10-19
ORD001453,C02332,P014,2023-04-19,7,13190.63,LIVRE,SAFI,CMI,L017,2024-07-05
ORD044940,C01438,P001,Sep 03 2023,8,6243.68,OK,TETOUAN,virement,L045,
ORD049343,C01311,P010,2022-09-25,10,13651.05,livre,CASA,cash,L036,2024-08-26
ORD008502,C00075,P013,11/10/2022,9,6907.7,LIVRE,el jadida,virement,L033,2024-04-27
ORD049441,C00268,P013,04/10/2022,9,13364.79,DONE,TETOUAN,carte,L045,2024-06-20
ORD007393,C01652,P019,25/02/2024,7,1653.97,OK,Beni Mellal,carte,L021,
ORD022192,C00825,P005,31/05/2023,9,11267.05,annulé,MARRAKECH,PayPal,L003,
ORD027163,C01545,P006,04/07/2022,4,13779.29,livré,MEKNES,carte,L008,2023-10-14
ORD033719,C00406,P017,07/10/2022,2,5692.08,LIVRE,Mrakech,carte,L048,2023-03-16
ORD038162,C01824,P010,15/07/2024,4,12551.84,LIVRE,MARRAKECH,cash,L017,2022-09-16
ORD017193,C01870,P020,25/04/2023,7,1563.82,OK,Tétouan,cash,L021,
ORD014453,C01339,P006,Jul 11 2023,8,7135.09,OK,Marrakesh,PayPal,L015,
ORD011480,C02519,P019,Mar 02 2024,7,1652.25,livré,oujda,virement,L020,2022-12-20
ORD014856,C01214,P002,05/10/2023,7,6167.88,LIVRE,NADOR,PayPal,L039,2022-09-15
ORD038209,C02339,P001,2023-07-16,10,10471.21,OK,TNG,cash,L041,
ORD035457,C00423,P017,2022-03-13,4,13101.34,en_cours,meknes,CMI,L029,
ORD040788,C02135,P002,22/08/2023,9,14311.83,LIVRE,casablanca,CMI,L022,2022-11-16
ORD016523,C02817,P019,24/05/2023,7,12718.53,annule,Beni Mellal,CMI,L018,
ORD006538,C02058,P007,2023-05-27,4,712.75,en_cours,kénitra,carte,L045,
ORD024440,C02305,P014,2024-08-25,2,13550.26,DONE,RABAT,CMI,L004,2023-07-01
ORD000800,C01048,P020,2024-10-01,6,2039.39,en_cours,oujda,virement,L034,
ORD018708,C02643,P013,26/09/2022,10,14794.88,KO,beni mellal,virement,L048,
ORD024450,C02811,P007,Nov 30 2023,4,8508.67,livre,ERRACHIDIA,carte,L032,2024-01-18
ORD027663,C01301,P017,28/09/2023,9,13330.16,retourné,rabat,CMI,,2023-03-19
ORD031338,C01002,P017,2022-09-11,1,9468.37,DONE,RABAT,CMI,L030,2022-09-08
ORD015319,C01856,P009,28/02/2023,2,10807.5,DONE,fes,cash,L003,2024-10-25
ORD029521,C00781,P008,2024-02-03,8,6198.2,LIVRE,KENITRA,carte,L011,2022-04-05
ORD032379,C00204,P007,May 28 2023,7,14947.78,livré,BENI MELLAL,carte,L037,2024-04-14
ORD018324,C00397,P016,2023-04-02,3,2580.68,OK,Beni Mellal,virement,L042,
ORD029525,C00565,P008,Jul 26 2023,4,7866.98,en_cours,Marrakesh,virement,L040,
ORD045088,C02752,P006,26/02/2024,7,6304.01,en_cours,Rbat,carte,L050,
ORD049083,C02771,P015,2024-12-01,5,13508.11,LIVRE,errachidia,carte,,2023-03-16
ORD039977,C01024,P018,Jul 20 2022,6,2164.02,LIVRE,Tétouan,virement,L009,2022-03-18
ORD039574,C00400,P002,2024-02-14,7,9702.94,retourné,BENI MELLAL,carte,L004,2023-06-02
ORD000045,C02671,P008,2024-01-16,10,9731.06,retourne,Casa,PayPal,L015,2023-07-29
ORD027137,C01580,P002,2022-09-13,4,909.1,livré,agadir,CMI,L044,2022-09-05
ORD022701,C00828,P014,Mar 03 2022,8,4571.8,livre,Tétouan,PayPal,L013,2023-09-13
ORD032690,C02597,P002,Oct 17 2023,8,9274.0,KO,el jadida,cash,L036,
ORD030691,C01403,P020,2022-12-19,7,11277.34,KO,Beni Mellal,carte,L028,
ORD004373,C01465,P001,2023-03-22,5,9070.01,livré,Meknès,carte,,2024-01-16
ORD045025,C02948,P013,2023-04-29,5,1512.79,en_cours,NADOR,cash,L049,
ORD040593,C02765,P005,10/04/2023,3,10156.77,DONE,SAFI,cash,L038,2023-02-10
ORD038601,C02974,P004,2024-02-09,3,11570.5,en_cours,kénitra,virement,L038,
ORD024341,C02544,P007,Feb 09 2024,3,13661.47,LIVRE,MEKNES,CMI,L036,2024-08-26
ORD013764,C00193,P019,26/05/2024,7,1173.45,livre,kenitra,virement,L035,2022-02-20
ORD033034,C01168,P011,2023-10-19,1,9537.47,retourne,errachidia,carte,L017,2023-02-22
ORD035752,C01725,P012,2023-09-03,6,1490.77,annule,nador,carte,L031,
ORD016138,C00449,P001,18/07/2023,1,10402.31,retourne,kénitra,PayPal,L033,2022-07-07
ORD049148,C02611,P007,2022-07-27,10,9232.89,livre,TNG,PayPal,L042,2024-06-22
ORD020683,C01604,P016,13/04/2024,1,6186.7,livre,casablanca,PayPal,L009,2022-09-17
ORD015642,C01099,P009,13/01/2023,7,10835.88,livré,Meknès,CMI,L035,2022-08-20
ORD044902,C00824,P012,10/05/2023,6,7313.55,annule,Agdir,CMI,L029,
ORD032718,C02901,P010,2023-01-11,3,371.42,annule,MARRAKECH,carte,L050,
ORD044148,C01536,P006,29/10/2023,9,9374.08,retourné,el jadida,virement,,2023-04-30
ORD012033,C01948,P017,17/12/2024,4,8076.68,annule,MEKNES,PayPal,L047,
ORD038553,C02382,P013,2024-01-02,7,12767.77,annulé,nador,cash,,
ORD003986,C01996,P006,2022-04-12,3,4232.42,retourné,Tétouan,CMI,L003,2022-11-12
ORD002114,C02253,P016,2023-10-11,10,13417.3,en_cours,safi,CMI,L010,
ORD036816,C00519,P005,Sep 03 2022,3,14558.74,en_cours,kénitra,CMI,L025,
ORD034465,C01260,P014,2024-02-10,7,12058.7,livre,BENI MELLAL,carte,L046,2024-08-05
ORD006456,C02169,P001,08/05/2023,7,8593.59,livre,errachidia,CMI,L031,2024-02-12
ORD034398,C01194,P008,14/03/2024,10,7313.89,livré,CASA,CMI,L015,2022-07-23
ORD044374,C01389,P003,2023-12-27,5,1127.33,DONE,meknes,virement,L043,2023-11-17
ORD045370,C00240,P006,May 02 2023,7,2021.07,en_cours,beni mellal,cash,L048,
ORD010194,C00138,P005,Sep 25 2024,8,9256.2,retourne,fes,carte,L024,2024-05-22
ORD030850,C00139,P020,10/11/2022,6,14369.71,livré,AGADIR,CMI,L043,2022-12-23
ORD037717,C01979,P011,04/08/2024,4,13448.38,en_cours,Eljadida,PayPal,L030,
ORD018784,C01375,P018,2022-11-27,5,3662.11,livre,Agdir,cash,L035,2023-11-12
ORD041765,C02233,P009,2024-03-13,1,12705.38,livré,Rbat,CMI,L011,2024-07-16
ORD048015,C01907,P018,2022-01-20,7,10173.41,DONE,casablanca,carte,L047,2023-01-08
ORD015570,C01157,P002,09/03/2024,1,8640.45,LIVRE,Tnja,CMI,L047,2022-06-07
ORD006681,C02839,P014,08/05/2022,3,3094.78,DONE,tanger ,carte,L047,2024-01-25
ORD003936,C00088,P013,08/06/2024,4,6690.73,livré,tetouan,cash,L018,2022-11-20
ORD046980,C00339,P018,2022-10-21,7,14816.53,LIVRE,TETOUAN,virement,L034,2024-02-05
ORD027938,C00681,P019,24/09/2022,9,1423.43,DONE,Tétouan,CMI,L018,2024-03-14
ORD003873,C01976,P011,15/07/2024,6,12976.82,retourne,Rbat,cash,L031,2022-05-02
ORD029394,C00968,P011,31/12/2022,1,13627.22,OK,nador,virement,L004,
ORD033921,C02331,P003,Apr 14 2022,2,5158.23,LIVRE,ERRACHIDIA,virement,L014,2023-05-30
ORD003497,C02062,P020,2022-10-01,10,9879.21,livre,casablanca ,virement,L048,2024-04-12
ORD040969,C02590,P002,20/06/2024,9,409.59,OK,oujda,CMI,L045,
ORD017619,C00289,P006,01/07/2024,7,5899.74,retourné,SAFI,cash,L030,2022-12-07
ORD046002,C01088,P002,30/05/2022,10,9802.17,LIVRE,Meknès,virement,L037,2024-07-20
ORD030170,C01514,P019,Mar 02 2022,3,4753.05,livré,casablanca ,virement,L023,2022-04-25
ORD037927,C01070,P002,Jan 15 2024,7,14833.01,OK,rabat,PayPal,L019,
ORD024642,C02231,P005,2023-09-29,10,9439.67,DONE,SAFI,CMI,L008,2022-10-12
ORD035387,C00886,P017,18/11/2022,9,12402.34,OK,Casa,cash,L047,
ORD008913,C02463,P019,Nov 07 2022,10,4069.11,LIVRE,SAFI,CMI,L044,2022-05-12
ORD045936,C02515,P005,Aug 16 2024,7,9988.14,en_cours,NADOR,carte,L010,
ORD017608,C01813,P009,2022-10-01,5,4081.06,livré,Mrakech,virement,L047,2023-02-24
ORD010862,C01090,P016,2024-03-13,6,5780.16,en_cours,errachidia,virement,L010,
ORD046506,C02057,P015,2024-02-09,8,10909.92,livre,errachidia,PayPal,L005,2023-07-20
ORD030545,C02477,P008,2024-10-16,10,599.99,retourné,Tnja,carte,L011,2022-02-27
ORD040685,C02690,P007,Nov 19 2023,1,9707.65,retourne,Casa,virement,L035,2022-03-25
ORD038978,C02489,P011,22/05/2022,4,4272.79,annule,safi,virement,L004,
ORD023943,C00852,P011,2023-01-14,1,2565.8,livré,tanger ,virement,L037,2023-01-01
ORD047443,C01078,P007,Aug 07 2024,8,10089.38,livre,AGADIR,virement,L015,2024-03-24
ORD002322,C02548,P013,05/10/2023,10,8749.73,DONE,BENI MELLAL,CMI,L046,2022-09-12
ORD012562,C01744,P014,18/08/2023,8,11707.03,DONE,Fez,PayPal,L041,2022-06-28
ORD015858,C02383,P016,2022-06-08,2,12417.26,en_cours,tanger,cash,L005,
ORD018592,C02865,P001,May 12 2023,7,13927.06,DONE,tanger,cash,L015,2024-09-24
ORD047910,C00430,P007,28/02/2022,4,4393.95,retourne,safi,CMI,L040,2024-03-29
ORD018467,C01364,P013,28/02/2023,4,12867.05,LIVRE,Agdir,cash,L033,2022-11-08
ORD018407,C00127,P005,24/04/2022,9,10595.91,DONE,NADOR,cash,L028,2023-01-25
ORD005515,C02546,P017,2023-04-25,2,2526.28,livré,BENI MELLAL,cash,L044,2022-06-26
ORD021647,C01459,P011,2022-12-07,1,4709.19,retourne,Marrakesh,PayPal,L030,2023-03-22
ORD003299,C01518,P005,18/11/2024,5,4839.11,LIVRE,Fès,virement,L007,2024-10-25
ORD029256,C00081,P006,29/09/2022,9,10873.08,LIVRE,fes,virement,L014,2022-06-15
ORD040287,C01571,P019,Oct 18 2022,7,12334.02,livre,casablanca ,CMI,L012,2022-05-13
ORD001312,C01737,P018,2022-05-03,10,929.66,OK,tetouan,PayPal,L017,
ORD020077,C00940,P019,25/07/2022,10,920.58,en_cours,el jadida,PayPal,L023,
ORD035650,C00964,P005,May 03 2023,10,13778.18,livré,tanger,virement,,2022-09-24
ORD013602,C00954,P011,May 01 2022,2,5522.04,retourne,tanger,PayPal,L041,2023-11-30
ORD049814,C02704,P015,15/07/2023,3,14279.59,retourne,errachidia,virement,L038,2023-08-01
ORD041010,C00774,P003,17/06/2024,6,1890.5,DONE,NADOR,CMI,L043,2022-02-22
ORD012899,C02397,P010,11/03/2022,9,9671.48,livré,TETOUAN,virement,L001,2024-10-18
ORD037305,C02525,P015,Sep 18 2023,10,2383.23,LIVRE,agadir,CMI,L016,2022-12-13
ORD015873,C00846,P019,2023-01-25,2,8564.84,KO,Eljadida,cash,L038,
ORD033754,C01744,P017,18/02/2022,1,11441.18,DONE,NADOR,CMI,L035,2023-02-10
ORD041966,C00137,P007,03/08/2022,7,2712.93,OK,errachidia,PayPal,L014,
ORD002523,C00574,P003,30/06/2023,1,5058.81,LIVRE,kenitra,PayPal,L044,2023-09-24
ORD000069,C02381,P002,2024-10-06,1,13123.83,OK,beni mellal,carte,,
ORD002237,C01847,P006,31/12/2022,9,12214.28,livre,Tétouan,virement,L017,2022-05-20
ORD024232,C02500,P017,Jul 15 2023,5,4875.61,DONE,NADOR,CMI,L015,2024-10-30
ORD047996,C02942,P006,13/01/2023,4,12095.76,retourne,errachidia,cash,L006,2024-05-02
ORD024769,C00182,P008,Oct 14 2022,-8,8134.24,annule,EL JADIDA,PayPal,L042,
ORD024226,C01657,P007,05/03/2022,1,12419.25,en_cours,tetouan,CMI,L001,
ORD003227,C00757,P014,Jan 07 2022,2,8035.43,LIVRE,marrakech,cash,L041,2022-07-31
ORD045453,C00704,P014,12/07/2024,6,7033.89,DONE,MARRAKECH,PayPal,L030,2022-07-05
ORD034544,C02400,P019,Dec 21 2024,1,5211.32,DONE,CASA,carte,L049,2022-02-02
ORD028898,C02966,P011,2023-04-22,2,10349.26,retourné,oujda,cash,,2022-03-17
ORD031529,C01982,P012,2024-08-17,4,3016.95,livré,Eljadida,PayPal,L007,2024-03-31
ORD023815,C02218,P004,14/04/2024,8,1968.78,en_cours,ERRACHIDIA,PayPal,L039,
ORD014712,C01321,P004,2022-03-30,9,1419.12,livré,Tétouan,cash,L007,2023-01-05
ORD004294,C01958,P006,08/03/2023,10,2951.96,livré,Tétouan,CMI,L045,2024-12-15
ORD011393,C00668,P001,Jun 13 2022,3,11152.38,en_cours,nador,virement,L050,
ORD005874,C01388,P019,2024-05-19,9,3867.92,en_cours,kenitra,PayPal,L035,
ORD013906,C01677,P008,2024-09-06,6,959.41,livré,oujda,PayPal,L001,2022-08-24
ORD005131,C00617,P005,2024-12-01,5,13091.13,livre,Casa,CMI,L028,2022-10-06
ORD046194,C00104,P016,2024-07-09,8,10575.54,livré,tanger ,virement,L030,2023-08-21
ORD021339,C00967,P007,2023-04-28,4,7813.78,LIVRE,beni mellal,cash,L047,2023-12-18
ORD004874,C02334,P002,2024-07-26,2,8671.24,livre,KENITRA,CMI,L007,2022-12-19
ORD031742,C01355,P008,23/02/2024,9,9499.02,en_cours,Tnja,carte,L044,
ORD000068,C02661,P012,2024-05-27,10,12545.76,livre,nador,cash,L041,2023-07-11
ORD039240,C02734,P007,Dec 05 2024,2,2735.96,en_cours,el jadida,CMI,L021,
ORD042052,C02368,P004,2022-09-17,3,7624.12,KO,BENI MELLAL,virement,,
ORD011588,C02086,P014,15/12/2024,7,6102.94,livré,safi,PayPal,L039,2024-08-05
ORD039788,C00165,P012,27/10/2023,3,2421.11,DONE,BENI MELLAL,cash,L012,2022-03-20
ORD013596,C01494,P008,22/04/2022,6,683.62,LIVRE,agadir,carte,L036,2024-08-18
ORD009948,C02055,P020,2022-03-11,10,232.93,DONE,AGADIR,CMI,L011,2022-01-19
ORD039515,C02794,P006,21/02/2023,6,1512.32,DONE,MEKNES,PayPal,L035,2024-02-10
ORD026100,C00160,P008,13/04/2022,9,3275.05,LIVRE,AGADIR,PayPal,L007,2022-12-07
ORD013693,C01843,P008,2022-11-03,9,8710.92,retourne,kénitra,virement,L034,2023-09-23
ORD022115,C02024,P004,Jun 22 2023,3,14969.06,livré,Mrakech,virement,L017,2023-11-17
ORD035126,C00768,P018,31/12/2022,3,1324.56,retourne,Marrakesh,carte,L023,2024-10-20
ORD008585,C02473,P009,2022-09-21,5,3531.81,OK,Mrakech,virement,,
ORD009709,C00448,P016,2024-11-09,9,5476.02,en_cours,safi,carte,L029,
ORD009562,C01954,P015,28/11/2023,2,3126.74,LIVRE,SAFI,cash,L046,2023-05-29
ORD011213,C00493,P011,06/04/2022,5,3171.87,LIVRE,kénitra,virement,L048,2025-01-01
ORD005682,C02726,P017,2022-10-08,3,8881.55,KO,MEKNES,CMI,L026,
ORD036616,C00164,P010,2023-12-21,7,7889.22,KO,RABAT,cash,L001,
ORD016293,C00140,P017,16/07/2022,7,14452.57,DONE,Casa,virement,L037,2024-02-29
ORD035073,C01497,P012,Jul 13 2023,8,8167.66,LIVRE,Tétouan,virement,L021,2024-01-19
ORD032965,C02835,P007,29/01/2023,10,8465.94,livre,meknes,carte,,2024-06-30
ORD040224,C01125,P010,03/04/2024,5,10207.16,DONE,errachidia,cash,L045,2024-07-11
ORD010189,C01250,P017,13/01/2024,6,7891.51,annule,RABAT,carte,L035,
ORD045907,C01996,P011,2024-04-02,4,8133.66,livré,nador,carte,L003,2023-04-18
ORD001959,C01165,P019,2024-08-23,7,12908.93,en_cours,el jadida,carte,,
ORD010630,C02389,P010,16/06/2023,8,14288.38,annulé,NADOR,PayPal,L039,
ORD007087,C02913,P001,Apr 09 2023,8,345.03,LIVRE,tanger,virement,L006,2023-12-03
ORD003399,C01341,P004,2022-05-19,7,1354.92,DONE,Fez,cash,L023,2023-05-03
ORD009353,C01503,P007,2023-09-09,4,13465.72,livré,agadir,virement,L033,2024-04-04
ORD037919,C00166,P006,08/05/2024,3,10121.32,livré,meknes,virement,,2024-05-19
ORD037281,C00106,P009,2022-02-16,7,10170.98,LIVRE,tetouan,CMI,L005,2023-04-17
ORD005787,C00110,P013,2022-08-29,1,4870.12,LIVRE,marrakech,carte,L033,2023-03-08
ORD007705,C01982,P008,2022-07-21,3,10540.19,KO,meknes,CMI,L049,
ORD040861,C01522,P013,Jul 05 2024,2,6286.39,KO,agadir,cash,L029,
ORD006960,C02153,P001,2023-06-21,3,10131.51,DONE,TNG,CMI,L008,2022-05-21
ORD019861,C01495,P003,2023-11-24,1,4452.65,LIVRE,tanger ,cash,L038,2023-02-20
ORD032761,C01537,P009,Oct 24 2023,5,11984.72,OK,agadir,carte,L008,
ORD027467,C02567,P019,2024-09-08,4,6091.75,retourné,Tétouan,cash,L043,2022-07-24
ORD039830,C02652,P013,Aug 28 2024,6,13637.61,OK,TNG,carte,,
ORD002854,C02948,P011,2023-09-26,5,4762.09,livré,Oujda ,virement,L039,2022-06-19
ORD000643,C01964,P005,2022-06-04,10,713.66,DONE,KENITRA,CMI,L024,2023-12-09
ORD026970,C01424,P010,09/03/2022,6,8377.03,LIVRE,agadir,cash,L019,2023-02-24
ORD000246,C01662,P010,02/07/2024,2,4191.5,LIVRE,Tétouan,carte,L019,2024-02-27
ORD036341,C00399,P009,29/06/2024,6,4792.75,livre,Oujda ,cash,L021,2024-02-12
ORD013552,C00891,P008,13/03/2023,2,647.2,DONE,casablanca ,cash,L015,2022-01-15
ORD048960,C02804,P008,25/11/2024,1,10616.02,livre,OUJDA,PayPal,L046,2024-06-20
ORD046689,C00912,P003,2022-12-13,4,304.58,livré,tanger,carte,L017,2024-04-15
ORD011157,C00442,P016,2022-02-19,2,10512.8,livré,SAFI,CMI,L014,2023-08-29
ORD048854,C02010,P018,03/08/2022,1,862.54,DONE,SAFI,cash,L033,2022-05-23
ORD036332,C01114,P003,03/03/2023,8,6336.53,KO,marrakech,PayPal,L037,
ORD045683,C01264,P016,2022-07-17,4,589.53,en_cours,Eljadida,virement,L028,
ORD008142,C00537,P007,Aug 11 2024,4,4447.59,DONE,Fès,PayPal,L006,2024-05-12
ORD027003,C01725,P005,2022-02-26,10,994.43,livré,errachidia,cash,L033,2024-02-26
ORD012126,C01407,P002,Nov 21 2023,6,9853.13,en_cours,errachidia,PayPal,L043,
ORD009662,C01793,P017,17/05/2023,2,5523.42,LIVRE,BENI MELLAL,cash,L012,2022-06-06
ORD000208,C00535,P011,02/10/2024,-3,12075.7,OK,NADOR,virement,L046,
ORD018072,C01593,P015,2023-11-10,9,10703.7,LIVRE,nador,PayPal,L040,2022-05-16
ORD019422,C01187,P011,2023-09-24,4,14497.49,livre,SAFI,cash,L029,2022-05-09
ORD021195,C00594,P006,01/08/2024,1,760.05,DONE,FES,PayPal,L048,2022-12-02
ORD006621,C01094,P009,19/06/2024,1,13799.7,en_cours,Rbat,CMI,L041,
ORD049417,C00172,P012,26/12/2022,9,14422.25,OK,Marrakesh,cash,L020,
ORD025657,C00031,P007,2022-01-23,9,14062.59,annulé,agadir,carte,L003,
ORD024717,C01908,P001,25/08/2022,5,13151.98,livré,Fès,cash,L001,2022-02-12
ORD021936,C02243,P012,16/04/2023,3,7817.13,livré,kénitra,CMI,L042,2023-03-11
ORD026072,C01544,P014,13/05/2022,5,3809.37,livré,fes,virement,L015,2022-08-31
ORD014189,C00643,P010,14/01/2022,5,9817.85,LIVRE,Mrakech,virement,L045,2022-12-30
ORD029406,C02909,P011,Sep 06 2023,1,1611.74,DONE,meknes,cash,L025,2022-07-16
